Region/Country/Area,Year,Series,Value
Uganda,2010,"Intentional homicide rates per 100,000",9.8
Uganda,2010,"Percentage of male and female intentional homicide victims, Male",16.1
Uganda,2010,"Percentage of male and female intentional homicide victims, Female",3.7
Uganda,2010,"Assault rate per 100,000 population",71.1
Uganda,2010,"Kidnapping at the national level, rate per 100,000",0.5
Uganda,2010,"Theft at the national level, rate per 100,000 population",72.4
Uganda,2010,"Total Sexual Violence at the national level, rate per 100,000",26.7
Uganda,2014,"Intentional homicide rates per 100,000",12.3
Uganda,2014,"Percentage of male and female intentional homicide victims, Male",20.3
Uganda,2014,"Percentage of male and female intentional homicide victims, Female",4.6
Uganda,2014,"Assault rate per 100,000 population",22.6
Uganda,2014,"Kidnapping at the national level, rate per 100,000",0.6
Uganda,2014,"Theft at the national level, rate per 100,000 population",46.9
Uganda,2014,"Total Sexual Violence at the national level, rate per 100,000",37.6
Uganda,2015,"Assault rate per 100,000 population",26.9
Uganda,2016,"Intentional homicide rates per 100,000",11.6
Uganda,2016,"Percentage of male and female intentional homicide victims, Male",18.7
Uganda,2016,"Percentage of male and female intentional homicide victims, Female",4.6
Uganda,2016,"Assault rate per 100,000 population",18.1
Uganda,2016,"Kidnapping at the national level, rate per 100,000",2.4
Uganda,2016,"Theft at the national level, rate per 100,000 population",112.3
Uganda,2016,"Total Sexual Violence at the national level, rate per 100,000",50.4
Uganda,2017,"Intentional homicide rates per 100,000",11.8
Uganda,2017,"Percentage of male and female intentional homicide victims, Male",19.7
Uganda,2017,"Percentage of male and female intentional homicide victims, Female",4.1
Uganda,2017,"Assault rate per 100,000 population",14.3
Uganda,2022,"Intentional homicide rates per 100,000",8.8
Ukraine,2005,"Intentional homicide rates per 100,000",6.5
Ukraine,2005,"Percentage of male and female intentional homicide victims, Male",9.6
Ukraine,2005,"Percentage of male and female intentional homicide victims, Female",3.8
Ukraine,2005,"Assault rate per 100,000 population",14.3
Ukraine,2005,"Kidnapping at the national level, rate per 100,000",0.4
Ukraine,2005,"Theft at the national level, rate per 100,000 population",397.9
Ukraine,2005,"Total Sexual Violence at the national level, rate per 100,000",4.1
Ukraine,2010,"Intentional homicide rates per 100,000",4.4
Ukraine,2010,"Percentage of male and female intentional homicide victims, Male",6.6
Ukraine,2010,"Percentage of male and female intentional homicide victims, Female",2.5
Ukraine,2010,"Assault rate per 100,000 population",8.8
Ukraine,2010,"Kidnapping at the national level, rate per 100,000",0.6
Ukraine,2010,"Theft at the national level, rate per 100,000 population",557.7
Ukraine,2010,"Total Sexual Violence at the national level, rate per 100,000",3.0
Ukraine,2014,"Intentional homicide rates per 100,000",6.3
Ukraine,2017,"Intentional homicide rates per 100,000",6.2
Ukraine,2017,"Percentage of male and female intentional homicide victims, Male",11.1
Ukraine,2017,"Percentage of male and female intentional homicide victims, Female",1.9
Ukraine,2017,"Assault rate per 100,000 population",4.5
Ukraine,2017,"Kidnapping at the national level, rate per 100,000",1.1
Ukraine,2017,"Theft at the national level, rate per 100,000 population",514.4
Ukraine,2017,"Total Sexual Violence at the national level, rate per 100,000",1.8
Ukraine,2020,"Intentional homicide rates per 100,000",3.9
Ukraine,2020,"Assault rate per 100,000 population",3.8
Ukraine,2020,"Kidnapping at the national level, rate per 100,000",0.8
Ukraine,2020,"Theft at the national level, rate per 100,000 population",274.6
Ukraine,2020,"Total Sexual Violence at the national level, rate per 100,000",1.6
Ukraine,2021,"Intentional homicide rates per 100,000",3.8
United Arab Emirates,2004,"Kidnapping at the national level, rate per 100,000",12.7
United Arab Emirates,2004,"Theft at the national level, rate per 100,000 population",276.4
United Arab Emirates,2005,"Assault rate per 100,000 population",16.7
United Arab Emirates,2005,"Kidnapping at the national level, rate per 100,000",20.1
United Arab Emirates,2006,"Assault rate per 100,000 population",15.5
United Arab Emirates,2006,"Kidnapping at the national level, rate per 100,000",19.8
United Arab Emirates,2010,"Intentional homicide rates per 100,000",0.8
United Arab Emirates,2010,"Percentage of male and female intentional homicide victims, Male",0.8
United Arab Emirates,2010,"Percentage of male and female intentional homicide victims, Female",0.8
United Arab Emirates,2015,"Intentional homicide rates per 100,000",0.7
United Arab Emirates,2015,"Percentage of male and female intentional homicide victims, Male",0.8
United Arab Emirates,2015,"Percentage of male and female intentional homicide victims, Female",0.4
United Arab Emirates,2015,"Assault rate per 100,000 population",3.6
United Arab Emirates,2015,"Kidnapping at the national level, rate per 100,000",0.9
United Arab Emirates,2015,"Theft at the national level, rate per 100,000 population",69.7
United Arab Emirates,2015,"Total Sexual Violence at the national level, rate per 100,000",4.2
United Arab Emirates,2016,"Assault rate per 100,000 population",3.9
United Arab Emirates,2016,"Kidnapping at the national level, rate per 100,000",0.8
United Arab Emirates,2016,"Theft at the national level, rate per 100,000 population",53.4
United Arab Emirates,2016,"Total Sexual Violence at the national level, rate per 100,000",4.9
United Arab Emirates,2021,"Intentional homicide rates per 100,000",0.5
United Arab Emirates,2021,"Percentage of male and female intentional homicide victims, Male",0.5
United Arab Emirates,2021,"Percentage of male and female intentional homicide victims, Female",0.4
United Arab Emirates,2021,"Assault rate per 100,000 population",1.5
United Arab Emirates,2021,"Kidnapping at the national level, rate per 100,000",1.5
United Arab Emirates,2022,"Assault rate per 100,000 population",2.2
United Arab Emirates,2022,"Kidnapping at the national level, rate per 100,000",2.6
United Arab Emirates,2022,"Theft at the national level, rate per 100,000 population",51.0
United Kingdom,2005,"Intentional homicide rates per 100,000",1.8
United Kingdom,2005,"Percentage of male and female intentional homicide victims, Male",1.8
United Kingdom,2005,"Percentage of male and female intentional homicide victims, Female",1.0
United Kingdom,2005,"Assault rate per 100,000 population","1,010.6"
United Kingdom,2005,"Kidnapping at the national level, rate per 100,000",5.2
United Kingdom,2005,"Theft at the national level, rate per 100,000 population","3,368.8"
United Kingdom,2005,"Total Sexual Violence at the national level, rate per 100,000",88.0
United Kingdom,2010,"Intentional homicide rates per 100,000",1.3
United Kingdom,2010,"Percentage of male and female intentional homicide victims, Male",1.5
United Kingdom,2010,"Percentage of male and female intentional homicide victims, Female",0.9
United Kingdom,2010,"Assault rate per 100,000 population",658.8
United Kingdom,2010,"Kidnapping at the national level, rate per 100,000",3.1
United Kingdom,2010,"Theft at the national level, rate per 100,000 population","2,654.9"
United Kingdom,2010,"Total Sexual Violence at the national level, rate per 100,000",81.5
United Kingdom,2015,"Intentional homicide rates per 100,000",1.2
United Kingdom,2015,"Percentage of male and female intentional homicide victims, Male",1.4
United Kingdom,2015,"Percentage of male and female intentional homicide victims, Female",0.6
United Kingdom,2015,"Assault rate per 100,000 population",743.9
United Kingdom,2015,"Kidnapping at the national level, rate per 100,000",5.2
United Kingdom,2015,"Theft at the national level, rate per 100,000 population","2,345.3"
United Kingdom,2015,"Total Sexual Violence at the national level, rate per 100,000",184.0
United Kingdom,2018,"Intentional homicide rates per 100,000",1.2
United Kingdom,2018,"Percentage of male and female intentional homicide victims, Male",1.5
United Kingdom,2018,"Percentage of male and female intentional homicide victims, Female",0.8
United Kingdom,2018,"Assault rate per 100,000 population",925.4
United Kingdom,2018,"Kidnapping at the national level, rate per 100,000",8.8
United Kingdom,2018,"Theft at the national level, rate per 100,000 population","2,694.9"
United Kingdom,2018,"Total Sexual Violence at the national level, rate per 100,000",274.1
United Kingdom,2020,"Intentional homicide rates per 100,000",1.1
United Kingdom,2020,"Percentage of male and female intentional homicide victims, Male",1.4
United Kingdom,2020,"Percentage of male and female intentional homicide victims, Female",0.6
United Kingdom,2020,"Assault rate per 100,000 population",905.4
United Kingdom,2020,"Kidnapping at the national level, rate per 100,000",9.7
United Kingdom,2020,"Total Sexual Violence at the national level, rate per 100,000",273.4
United Kingdom,2022,"Intentional homicide rates per 100,000",1.4
United Kingdom,2022,"Assault rate per 100,000 population",950.7
United Kingdom,2022,"Kidnapping at the national level, rate per 100,000",11.6
United Kingdom,2022,"Total Sexual Violence at the national level, rate per 100,000",324.8
United Rep. of Tanzania,2004,"Intentional homicide rates per 100,000",7.6
United Rep. of Tanzania,2010,"Intentional homicide rates per 100,000",8.6
United Rep. of Tanzania,2010,"Percentage of male and female intentional homicide victims, Male",15.1
United Rep. of Tanzania,2010,"Percentage of male and female intentional homicide victims, Female",2.4
United Rep. of Tanzania,2010,"Kidnapping at the national level, rate per 100,000",0.0
United Rep. of Tanzania,2010,"Total Sexual Violence at the national level, rate per 100,000",0.0
United Rep. of Tanzania,2015,"Intentional homicide rates per 100,000",7.1
United Rep. of Tanzania,2015,"Percentage of male and female intentional homicide victims, Male",11.9
United Rep. of Tanzania,2015,"Percentage of male and female intentional homicide victims, Female",2.5
United Rep. of Tanzania,2015,"Assault rate per 100,000 population",4.5
United Rep. of Tanzania,2015,"Kidnapping at the national level, rate per 100,000",0.0
United Rep. of Tanzania,2015,"Theft at the national level, rate per 100,000 population",0.3
United Rep. of Tanzania,2015,"Total Sexual Violence at the national level, rate per 100,000",0.1
United Rep. of Tanzania,2020,"Intentional homicide rates per 100,000",3.7
United Rep. of Tanzania,2020,"Percentage of male and female intentional homicide victims, Male",5.8
United Rep. of Tanzania,2020,"Percentage of male and female intentional homicide victims, Female",1.7
United States Virgin Islands,2005,"Intentional homicide rates per 100,000",34.7
United States Virgin Islands,2005,"Percentage of male and female intentional homicide victims, Male",66.7
United States Virgin Islands,2005,"Percentage of male and female intentional homicide victims, Female",5.4
United States Virgin Islands,2010,"Intentional homicide rates per 100,000",52.8
United States Virgin Islands,2010,"Percentage of male and female intentional homicide victims, Male",96.6
United States Virgin Islands,2010,"Percentage of male and female intentional homicide victims, Female",12.6
United States Virgin Islands,2012,"Intentional homicide rates per 100,000",49.6
United States Virgin Islands,2012,"Percentage of male and female intentional homicide victims, Male",100.0
United States Virgin Islands,2012,"Percentage of male and female intentional homicide victims, Female",3.7
United States of America,2002,"Intentional homicide rates per 100,000",5.6
United States of America,2002,"Percentage of male and female intentional homicide victims, Male",8.8
United States of America,2002,"Percentage of male and female intentional homicide victims, Female",2.6
United States of America,2005,"Percentage of male and female intentional homicide victims, Male",9.0
United States of America,2005,"Percentage of male and female intentional homicide victims, Female",2.4
